REF_AREA,Reference area,Measure,Unit of measure,Sex,Age,TIME_PERIOD
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2004
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2005
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2006
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2007
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2008
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2009
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2010
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2011
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2012
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2013
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2014
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2015
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2016
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2017
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2018
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2019
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2020
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2021
HRV,Croatia,Effective labour market exit age,Years,Male,Not applicable,2022
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1970
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1971
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1972
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1973
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1974
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1975
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1976
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1977
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1978
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1979
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1980
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1981
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1982
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1983
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1984
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1985
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1986
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1987
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1988
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1989
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1990
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1991
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1992
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1993
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1994
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1995
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1996
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1997
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1998
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,1999
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2000
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2001
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2002
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2003
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2004
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2005
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2006
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2007
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2008
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2009
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2010
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2011
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2012
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2013
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2014
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2015
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2016
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2017
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2018
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2019
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2020
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2021
AUS,Australia,Expected years after labour market exit,Years,Female,Not applicable,2022
DNK,Denmark,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,Male,Not applicable,2022
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1950
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1951
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1952
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1953
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1954
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1955
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1956
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1957
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1958
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1959
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1960
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1961
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1962
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1963
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1964
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1965
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1966
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1967
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1968
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1969
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1970
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1971
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1972
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1973
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1974
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1975
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1976
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1977
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1978
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1979
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1980
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1981
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1982
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1983
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1984
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1985
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1986
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1987
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1988
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1989
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1991
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1992
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1993
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1994
DNK,Denmark,Old-age to working-age ratio,Percentage of population aged 20-64 years,Not applicable,65 years or over,1996
