Country Names,REF_AREA,ISO,TIME_PERIOD,Age,% of pop percieved  health,Well-being value,Measure,Unit of measure,65+ values,Mean Exposure to PM2.5 Mg/metere3,POLLUTANT,Total man-made emissions in Tonnes,% of GDP spent on Ed.
China (People’s Republic of),CHN,,1999,,,,Expected years after labour market exit,Years,22.5,,,,
China (People’s Republic of),CHN,,2001,,,,Expected years after labour market exit,Years,21.9,,,,
China (People’s Republic of),CHN,,2002,,,,Expected years after labour market exit,Years,21.3,,,,
China (People’s Republic of),CHN,,2003,,,,Expected years after labour market exit,Years,20.9,,,,
China (People’s Republic of),CHN,,2004,,,,Expected years after labour market exit,Years,20.5,,,,
European Union (27 countries),EU27,,2020,,,,Current retirement age for a person who entered the labour force at age 22,Years,64.3,,,,
European Union (27 countries),EU27,,2022,,,,Current retirement age for a person who entered the labour force at age 22,Years,64.5,,,,
OECD average country,OECD_REP,,2022,,,,Gross pension replacement rate at 100% of average wage,Percentage of gross pre-retirement earnings at the same income level,50.7,,,,
European Union (28 countries),EU28,,2014,,,,Current retirement age for a person who entered the labour force at age 22,Years,62.2,,,,
European Union (28 countries),EU28,,2018,,,,Current retirement age for a person who entered the labour force at age 22,Years,63.3,,,,
Croatia,HRV,,1995,,,,Effective labour market exit age,Years,58.7,,,,
Croatia,HRV,,1996,,,,Effective labour market exit age,Years,58.5,,,,
Croatia,HRV,,1997,,,,Effective labour market exit age,Years,58.4,,,,
Croatia,HRV,,1998,,,,Effective labour market exit age,Years,58.3,,,,
Croatia,HRV,,1999,,,,Effective labour market exit age,Years,58.5,,,,
Croatia,HRV,,2000,,,,Effective labour market exit age,Years,58.8,,,,
Croatia,HRV,,2001,,,,Effective labour market exit age,Years,59,,,,
Croatia,HRV,,2002,,,,Effective labour market exit age,Years,59.3,,,,
Croatia,HRV,,2003,,,,Effective labour market exit age,Years,59.9,,,,
Croatia,HRV,,2004,,,,Effective labour market exit age,Years,60.1,,,,
Croatia,HRV,,2005,,,,Effective labour market exit age,Years,59.2,,,,
Croatia,HRV,,2006,,,,Effective labour market exit age,Years,58.9,,,,
Croatia,HRV,,2007,,,,Effective labour market exit age,Years,60.1,,,,
Croatia,HRV,,2008,,,,Effective labour market exit age,Years,59.5,,,,
Croatia,HRV,,2009,,,,Effective labour market exit age,Years,58.4,,,,
Croatia,HRV,,2010,,,,Effective labour market exit age,Years,59.3,,,,
Croatia,HRV,,2011,,,,Effective labour market exit age,Years,59.5,,,,
Croatia,HRV,,2012,,,,Effective labour market exit age,Years,58.8,,,,
Croatia,HRV,,2013,,,,Effective labour market exit age,Years,59.4,,,,
Croatia,HRV,,2014,,,,Effective labour market exit age,Years,61.3,,,,
Croatia,HRV,,2015,,,,Effective labour market exit age,Years,61.2,,,,
Croatia,HRV,,2016,,,,Effective labour market exit age,Years,60.4,,,,
Croatia,HRV,,2017,,,,Effective labour market exit age,Years,61.7,,,,
Croatia,HRV,,2018,,,,Effective labour market exit age,Years,60.4,,,,
Croatia,HRV,,2019,,,,Effective labour market exit age,Years,60.2,,,,
Croatia,HRV,,2020,,,,Effective labour market exit age,Years,61.3,,,,
Croatia,HRV,,2021,,,,Effective labour market exit age,Years,63.1,,,,
Croatia,HRV,,2022,,,,Effective labour market exit age,Years,62.1,,,,
Australia,AUS,,1970,,,,Expected years after labour market exit,Years,17.2,,,,
Australia,AUS,,1971,,,,Expected years after labour market exit,Years,17.6,,,,
Australia,AUS,,1972,,,,Expected years after labour market exit,Years,17.7,,,,
Australia,AUS,,1973,,,,Expected years after labour market exit,Years,18.4,,,,
Australia,AUS,,1974,,,,Expected years after labour market exit,Years,18.7,,,,
Australia,AUS,,1975,,,,Expected years after labour market exit,Years,20.7,,,,
Australia,AUS,,1976,,,,Expected years after labour market exit,Years,20.2,,,,
Australia,AUS,,1977,,,,Expected years after labour market exit,Years,21.6,,,,
Australia,AUS,,1978,,,,Expected years after labour market exit,Years,22.2,,,,
Australia,AUS,,1979,,,,Expected years after labour market exit,Years,22.4,,,,
Australia,AUS,,1980,,,,Expected years after labour market exit,Years,23.1,,,,
Australia,AUS,,1981,,,,Expected years after labour market exit,Years,23.4,,,,
Australia,AUS,,1982,,,,Expected years after labour market exit,Years,23.5,,,,
Australia,AUS,,1983,,,,Expected years after labour market exit,Years,24.2,,,,
Australia,AUS,,1984,,,,Expected years after labour market exit,Years,24.3,,,,
Australia,AUS,,1985,,,,Expected years after labour market exit,Years,24.5,,,,
Australia,AUS,,1986,,,,Expected years after labour market exit,Years,24.1,,,,
Australia,AUS,,1987,,,,Expected years after labour market exit,Years,24.4,,,,
Australia,AUS,,1988,,,,Expected years after labour market exit,Years,23.5,,,,
Australia,AUS,,1989,,,,Expected years after labour market exit,Years,23.6,,,,
Australia,AUS,,1990,,,,Expected years after labour market exit,Years,23.8,,,,
Australia,AUS,,1991,,,,Expected years after labour market exit,Years,24.3,,,,
Australia,AUS,,1992,,,,Expected years after labour market exit,Years,24.2,,,,
Australia,AUS,,1993,,,,Expected years after labour market exit,Years,24.1,,,,
Australia,AUS,,1994,,,,Expected years after labour market exit,Years,25.1,,,,
Australia,AUS,,1995,,,,Expected years after labour market exit,Years,25.2,,,,
Australia,AUS,,1996,,,,Expected years after labour market exit,Years,25.9,,,,
Australia,AUS,,1997,,,,Expected years after labour market exit,Years,26,,,,
Australia,AUS,,1998,,,,Expected years after labour market exit,Years,26,,,,
Australia,AUS,,1999,,,,Expected years after labour market exit,Years,25.6,,,,
Australia,AUS,,2000,,,,Expected years after labour market exit,Years,26,,,,
Australia,AUS,,2001,,,,Expected years after labour market exit,Years,25.9,,,,
Australia,AUS,,2002,,,,Expected years after labour market exit,Years,25.7,,,,
Australia,AUS,,2003,,,,Expected years after labour market exit,Years,25.4,,,,
Australia,AUS,,2004,,,,Expected years after labour market exit,Years,25.8,,,,
Australia,AUS,,2005,,,,Expected years after labour market exit,Years,25.5,,,,
Australia,AUS,,2006,,,,Expected years after labour market exit,Years,24.9,,,,
Australia,AUS,,2007,,,,Expected years after labour market exit,Years,25.2,,,,
Australia,AUS,,2008,,,,Expected years after labour market exit,Years,25.5,,,,
Australia,AUS,,2009,,,,Expected years after labour market exit,Years,25,,,,
Australia,AUS,,2010,,,,Expected years after labour market exit,Years,24.9,,,,
Australia,AUS,,2011,,,,Expected years after labour market exit,Years,25.1,,,,
Australia,AUS,,2012,,,,Expected years after labour market exit,Years,25,,,,
Australia,AUS,,2013,,,,Expected years after labour market exit,Years,25.2,,,,
Australia,AUS,,2014,,,,Expected years after labour market exit,Years,25.2,,,,
Australia,AUS,,2015,,,,Expected years after labour market exit,Years,24.8,,,,
Australia,AUS,,2016,,,,Expected years after labour market exit,Years,24.7,,,,
Australia,AUS,,2017,,,,Expected years after labour market exit,Years,24.2,,,,
Australia,AUS,,2018,,,,Expected years after labour market exit,Years,24.5,,,,
Australia,AUS,,2019,,,,Expected years after labour market exit,Years,24.1,,,,
Australia,AUS,,2020,,,,Expected years after labour market exit,Years,24.2,,,,
Australia,AUS,,2021,,,,Expected years after labour market exit,Years,23.9,,,,
Australia,AUS,,2022,,,,Expected years after labour market exit,Years,23.5,,,,
Denmark,DNK,,2022,,,,Gross pension replacement rate at 200% of average wage,Percentage of gross pre-retirement earnings at the same income level,53.1,,,,
Denmark,DNK,,1950,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,15.6,,,,
Denmark,DNK,,1951,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,15.9,,,,
Denmark,DNK,,1952,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,16.3,,,,
Denmark,DNK,,1953,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,16.5,,,,
Denmark,DNK,,1954,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,16.9,,,,
Denmark,DNK,,1955,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,17.2,,,,
Denmark,DNK,,1956,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,17.6,,,,
Denmark,DNK,,1957,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18,,,,
Denmark,DNK,,1958,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18.3,,,,
Denmark,DNK,,1959,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,18.7,,,,
Denmark,DNK,,1960,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19,,,,
Denmark,DNK,,1961,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19.3,,,,
Denmark,DNK,,1962,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19.7,,,,
Denmark,DNK,,1963,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,19.9,,,,
Denmark,DNK,,1964,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.1,,,,
Denmark,DNK,,1965,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.4,,,,
Denmark,DNK,,1966,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.6,,,,
Denmark,DNK,,1967,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,20.8,,,,
Denmark,DNK,,1968,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.1,,,,
Denmark,DNK,,1969,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.3,,,,
Denmark,DNK,,1970,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,21.6,,,,
Denmark,DNK,,1971,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,22,,,,
Denmark,DNK,,1972,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,22.4,,,,
Denmark,DNK,,1973,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,22.8,,,,
Denmark,DNK,,1974,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.2,,,,
Denmark,DNK,,1975,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,23.7,,,,
Denmark,DNK,,1976,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.1,,,,
Denmark,DNK,,1977,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.4,,,,
Denmark,DNK,,1978,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.8,,,,
Denmark,DNK,,1979,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.1,,,,
Denmark,DNK,,1980,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.3,,,,
Denmark,DNK,,1981,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.5,,,,
Denmark,DNK,,1982,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.6,,,,
Denmark,DNK,,1983,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.6,,,,
Denmark,DNK,,1984,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.7,,,,
Denmark,DNK,,1985,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.7,,,,
Denmark,DNK,,1986,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.8,,,,
Denmark,DNK,,1987,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.9,,,,
Denmark,DNK,,1988,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26,,,,
Denmark,DNK,,1989,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,26,,,,
Denmark,DNK,,1991,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.8,,,,
Denmark,DNK,,1992,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.7,,,,
Denmark,DNK,,1993,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.4,,,,
Denmark,DNK,,1994,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,25.2,,,,
Denmark,DNK,,1996,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.7,,,,
Denmark,DNK,,1997,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.5,,,,
Denmark,DNK,,1998,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.4,,,,
Denmark,DNK,,1999,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.3,,,,
Denmark,DNK,,2001,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.2,,,,
Denmark,DNK,,2002,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.3,,,,
Denmark,DNK,,2003,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.5,,,,
Denmark,DNK,,2004,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,24.7,,,,
Denmark,DNK,,2022,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,35.6,,,,
Denmark,DNK,,2023,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,36.1,,,,
Denmark,DNK,,2024,,,,Old-age to working-age ratio,Percentage of population aged 20-64 years,36.6,,,,
Denmark,DNK,,1970,,,,Effective labour market exit age,Years,64.6,,,,
Denmark,DNK,,1971,,,,Effective labour market exit age,Years,64.4,,,,
Denmark,DNK,,1972,,,,Effective labour market exit age,Years,64.2,,,,
Denmark,DNK,,1973,,,,Effective labour market exit age,Years,64,,,,
Denmark,DNK,,1974,,,,Effective labour market exit age,Years,63.9,,,,
Denmark,DNK,,1975,,,,Effective labour market exit age,Years,63.7,,,,
Denmark,DNK,,1976,,,,Effective labour market exit age,Years,63.7,,,,
Denmark,DNK,,1977,,,,Effective labour market exit age,Years,63.6,,,,
Denmark,DNK,,1978,,,,Effective labour market exit age,Years,63.5,,,,
Denmark,DNK,,1979,,,,Effective labour market exit age,Years,63.4,,,,
Denmark,DNK,,1980,,,,Effective labour market exit age,Years,63.4,,,,
Denmark,DNK,,1981,,,,Effective labour market exit age,Years,63.3,,,,
Denmark,DNK,,1982,,,,Effective labour market exit age,Years,63.3,,,,
Denmark,DNK,,1983,,,,Effective labour market exit age,Years,62.7,,,,
Denmark,DNK,,1984,,,,Effective labour market exit age,Years,61.7,,,,
Denmark,DNK,,1985,,,,Effective labour market exit age,Years,62.4,,,,
Denmark,DNK,,1986,,,,Effective labour market exit age,Years,63,,,,
Denmark,DNK,,1987,,,,Effective labour market exit age,Years,61,,,,
Denmark,DNK,,1988,,,,Effective labour market exit age,Years,60.7,,,,
Denmark,DNK,,1989,,,,Effective labour market exit age,Years,61.4,,,,
Denmark,DNK,,1990,,,,Effective labour market exit age,Years,61.3,,,,
Denmark,DNK,,1991,,,,Effective labour market exit age,Years,60.9,,,,
Denmark,DNK,,1992,,,,Effective labour market exit age,Years,60.9,,,,
Denmark,DNK,,1993,,,,Effective labour market exit age,Years,59.8,,,,
Denmark,DNK,,1994,,,,Effective labour market exit age,Years,58.5,,,,
Denmark,DNK,,1995,,,,Effective labour market exit age,Years,58.5,,,,
Denmark,DNK,,1996,,,,Effective labour market exit age,Years,58,,,,
Denmark,DNK,,1997,,,,Effective labour market exit age,Years,58.1,,,,
Denmark,DNK,,1998,,,,Effective labour market exit age,Years,58.7,,,,
Denmark,DNK,,1999,,,,Effective labour market exit age,Years,60.1,,,,
Denmark,DNK,,2000,,,,Effective labour market exit age,Years,59.3,,,,
Denmark,DNK,,2001,,,,Effective labour market exit age,Years,60.4,,,,
Denmark,DNK,,2002,,,,Effective labour market exit age,Years,61.8,,,,
Denmark,DNK,,2003,,,,Effective labour market exit age,Years,62.2,,,,
Denmark,DNK,,2004,,,,Effective labour market exit age,Years,61.2,,,,
Denmark,DNK,,2005,,,,Effective labour market exit age,Years,61.4,,,,
Denmark,DNK,,2006,,,,Effective labour market exit age,Years,61.8,,,,
Denmark,DNK,,2007,,,,Effective labour market exit age,Years,61.2,,,,
Denmark,DNK,,2008,,,,Effective labour market exit age,Years,61.2,,,,
Denmark,DNK,,2009,,,,Effective labour market exit age,Years,60.9,,,,
Denmark,DNK,,2010,,,,Effective labour market exit age,Years,61.1,,,,
Denmark,DNK,,2011,,,,Effective labour market exit age,Years,60.4,,,,
Denmark,DNK,,2012,,,,Effective labour market exit age,Years,60.9,,,,
Denmark,DNK,,2013,,,,Effective labour market exit age,Years,60.7,,,,
Denmark,DNK,,2014,,,,Effective labour market exit age,Years,60,,,,
Denmark,DNK,,2015,,,,Effective labour market exit age,Years,60.5,,,,
Denmark,DNK,,2016,,,,Effective labour market exit age,Years,62.2,,,,
Denmark,DNK,,2017,,,,Effective labour market exit age,Years,62.2,,,,
Denmark,DNK,,2018,,,,Effective labour market exit age,Years,61.9,,,,
Denmark,DNK,,2019,,,,Effective labour market exit age,Years,63.3,,,,
Denmark,DNK,,2020,,,,Effective labour market exit age,Years,63.5,,,,
Denmark,DNK,,2021,,,,Effective labour market exit age,Years,63.9,,,,
Denmark,DNK,,2022,,,,Effective labour market exit age,Years,63.8,,,,
France,FRA,,2014,,,,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,63,,,,
France,FRA,,2018,,,,Future retirement age for a person who entered the labour force at age 22,Percentage of gross pre-retirement earnings at the same income level,66,,,,
