REF_AREA,Reference area,Measure,Unit of measure,Age,Health status,TIME_PERIOD,OBS_VALUE
DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,71.4
DNK,Denmark,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,74
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,57.3
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2001,64.3
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2004,74.2
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2005,76
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2006,76
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2007,79.6
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2008,80.7
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2009,80.6
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2010,82
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2011,82.4
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2012,81.8
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2013,83.6
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2014,83.9
POL,Poland,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,2015,83.5
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,89.5
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,89.9
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,91.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.7
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,92.9
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,95.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,94.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,95.1
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,95.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,95.3
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,95
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,94.9
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,95.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,95
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,94.3
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,95.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,95.6
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,97.2
SVK,Slovak Republic,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,96.6
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,1997,91.1
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2001,91.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2004,93.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2005,92.5
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2006,93.4
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2007,92.7
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2008,93.1
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2009,94.1
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2010,93.6
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2011,93
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2012,93.8
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2013,93.2
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2014,93.3
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2015,93.7
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2016,93.7
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2017,92.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2018,93.1
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2019,92.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2020,93.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2021,93.8
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2022,93.9
BEL,Belgium,Perceived health status,Percentage of population in the same age,From 15 to 24 years,Good/very good health,2023,93.5
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1982,93
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1983,93
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1984,93
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1985,93.7
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1986,93.6
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1987,93.8
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1988,93.7
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1989,93.6
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1990,93.5
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1991,93.3
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1992,92.5
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1993,92.3
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1994,92
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1995,92
USA,United States,Perceived health status,Percentage of population in the same age,From 25 to 44 years,Good/very good health,1996,91.8
